data-object,variants.sku,variants.prices.key,variants.prices.value.currencyCode,variants.prices.value.type,variants.prices.country,variants.prices.value.fractionDigits,variants.prices.value.centAmount,variants.key,taxCategory.key,key,productType.key,description.en-US,priceMode,productType.typeId,name.en-US,slug.en-US,taxCategory.typeId,attributes.Specs_RockerType,attributes.Specs_Shape,attributes.Specs_FlexRating,attributes.Specs_BindingMountPattern,attributes.Specs_Core-Laminates,attributes.Specs_EdgeTech,attributes.Specs_MadeintheUSA,attributes.Specs_Warranty,attributes.Details_RockerType,attributes.Details_Flex,attributes.Details_Core,attributes.Details_Laminates,attributes.Details_Sidewalls,attributes.Details_Base,attributes.Details_Edges,attributes.Details_Topsheet,attributes.Details_Graphics,attributes.Details_AdditionalFeatures,attributes.Details_BindingCompatibility,attributes.SpecsTable_Size,attributes.SpecsTable_EffectiveEdge,attributes.SpecsTable_TipWidth,attributes.SpecsTable_WaistWidth,attributes.SpecsTable_TailWidth,attributes.SpecsTable_SidecutRadius,attributes.SpecsTable_StanceSetback,attributes.SpecsTable_StanceRange,attributes.SpecsTable_Width,categories,attributes.Details_Shape,attributes.SpecsTable_RiderWeight,attributes.Specs_Athletes,attributes.Details_Proposition65WarningtoCaliforniaConsumers,attributes.Specs_SnowboardAwards,attributes.Specs_Series
master,SKU-SNW-2723,PriceSNW-2723,USD,centPrecision,US,2,55246,VariantKeySNW-2723,SnowboardTaxKey,KeySnowboard0044,SnowboardProductTypeKey,"Stiff, directional, and full of power: the Jones Storm Wolf Snowboard is a classic fishtail surfer that loves to go fast. New this year, Jones moved the the stance inserts up 20mm to allow for a more centered stance and improve carving performance. The Surf Camber profile, long sidecut and Traction Tech Edges keep you on the snow while pulling long turns. Combining the shape and profile of the current Storm Chaser and the retired Lone Wolf, the Jones Storm Wolf Snowboard was made to rip.",Embedded,product-type,Jones Storm Wolf ,Jones-Storm-Wolf-Snowboard-2024,tax-category,Rocker-Camber-Rocker,Directional,Stiff,2x4,Bamboo-Wood,,,3Years,ChristensonSurfCamber-Rocker-Upriseinthebigfloatynoseandatthetailendhelpstokeepyouabovethesoftstuffwitheasyturninitiation-Camberinthemiddleprovidesthepowerandpopyouneedforresponsivesnowboarding-,ForeverFlex-AllJonesboardsarebrokeninusingspecializedmachinerythatmimicsextremeridingusetohelpstabilizetheflexandrockerprofileofaboardforit-slifetime-,BambooSurfCore-Re-designedtripledensityBambooSurfwoodcorethatfeaturesprimarilypaulowniastringerswithbamboostringerspositionedinthepocketofthesidecutforbetteredgeresponseandturnpower-,SustainableFlax-BasaltStringers-Jonesexclusivesustainablestringermadewith100-naturalfibers-CompositeFlaxandBasaltstringerhelpstransferpowerpowertotheedges-improvestorsionalresponseandabsorbsboardchatter-,RecycledABS-ABSplasticisoneofthenecessaryevilsofsnowboardproduction-Jonesimprovesthesustainabilityoftheirsnowboardsbyusingonlyrecycledplastic-,Sintered8000Base-NewsuperdurablematerialmadefromUltraHighMolecularWeightpolyethyleneandcarbon-,OversizedRecycledEdges-AllJonesboardsaremadewithoversizedrecycledsteeledgesforaddeddurabilityandimprovedproductionsustainability-,Eco-PlasticTopsheet-Bio-plastictopsheetmadefromCastorbeans-Thiseco-materialisultralight-chip-scratchresistantandwater-snowrepellent-snowstickslesstotopsheet--,,BioResin-AllJonesboardsarenowbuiltwithbio-based-renewableepoxyinsteadofpetroleumbasedepoxy-TherawmaterialsusedtomakeSuperSapBio-Resinareco-productsorwasteproductsofotherplant-basedindustrialprocesses-ProducingSuperSaprequires33-lessgreenhousegasemissionsthanconventionalepoxy-,2x4InsertPattern,150,,,,,,,,,Advanced-ExpertKey;JonesKey;adult-maleKey;FreerideKey;PowderKey,ProgressiveSidecut-Atthefarendsofthesidecut-theradiusisincrementallyincreasedastheedgereachesthecontactpoint-Graduallyincreasingthesidecutradiustowardsthecontactpointdeliverssmootherturninitiationandexitastheedgetracksinandoutofthesnowwithalessabrupttransition-,,,,,
variant,SKU-SNW-2723-0001,PriceSNW-2723-0001,USD,centPrecision,US,2,55246,VariantKeySNW-2723-0001,SnowboardTaxKey,,,,,,,,,Rocker-Camber-Rocker,Directional,Stiff,2x4,Bamboo-Wood,,,3Years,ChristensonSurfCamber-Rocker-Upriseinthebigfloatynoseandatthetailendhelpstokeepyouabovethesoftstuffwitheasyturninitiation-Camberinthemiddleprovidesthepowerandpopyouneedforresponsivesnowboarding-,ForeverFlex-AllJonesboardsarebrokeninusingspecializedmachinerythatmimicsextremeridingusetohelpstabilizetheflexandrockerprofileofaboardforit-slifetime-,BambooSurfCore-Re-designedtripledensityBambooSurfwoodcorethatfeaturesprimarilypaulowniastringerswithbamboostringerspositionedinthepocketofthesidecutforbetteredgeresponseandturnpower-,SustainableFlax-BasaltStringers-Jonesexclusivesustainablestringermadewith100-naturalfibers-CompositeFlaxandBasaltstringerhelpstransferpowerpowertotheedges-improvestorsionalresponseandabsorbsboardchatter-,RecycledABS-ABSplasticisoneofthenecessaryevilsofsnowboardproduction-Jonesimprovesthesustainabilityoftheirsnowboardsbyusingonlyrecycledplastic-,Sintered8000Base-NewsuperdurablematerialmadefromUltraHighMolecularWeightpolyethyleneandcarbon-,OversizedRecycledEdges-AllJonesboardsaremadewithoversizedrecycledsteeledgesforaddeddurabilityandimprovedproductionsustainability-,Eco-PlasticTopsheet-Bio-plastictopsheetmadefromCastorbeans-Thiseco-materialisultralight-chip-scratchresistantandwater-snowrepellent-snowstickslesstotopsheet--,,BioResin-AllJonesboardsarenowbuiltwithbio-based-renewableepoxyinsteadofpetroleumbasedepoxy-TherawmaterialsusedtomakeSuperSapBio-Resinareco-productsorwasteproductsofotherplant-basedindustrialprocesses-ProducingSuperSaprequires33-lessgreenhousegasemissionsthanconventionalepoxy-,2x4InsertPattern,150,,,,,,,,,Advanced-ExpertKey;JonesKey;adult-maleKey;FreerideKey;PowderKey,ProgressiveSidecut-Atthefarendsofthesidecut-theradiusisincrementallyincreasedastheedgereachesthecontactpoint-Graduallyincreasingthesidecutradiustowardsthecontactpointdeliverssmootherturninitiationandexitastheedgetracksinandoutofthesnowwithalessabrupttransition-,,,,,
variant,SKU-SNW-2723-0002,PriceSNW-2723-0002,USD,centPrecision,US,2,55246,VariantKeySNW-2723-0002,SnowboardTaxKey,,,,,,,,,Rocker-Camber-Rocker,Directional,Stiff,2x4,Bamboo-Wood,,,3Years,ChristensonSurfCamber-Rocker-Upriseinthebigfloatynoseandatthetailendhelpstokeepyouabovethesoftstuffwitheasyturninitiation-Camberinthemiddleprovidesthepowerandpopyouneedforresponsivesnowboarding-,ForeverFlex-AllJonesboardsarebrokeninusingspecializedmachinerythatmimicsextremeridingusetohelpstabilizetheflexandrockerprofileofaboardforit-slifetime-,BambooSurfCore-Re-designedtripledensityBambooSurfwoodcorethatfeaturesprimarilypaulowniastringerswithbamboostringerspositionedinthepocketofthesidecutforbetteredgeresponseandturnpower-,SustainableFlax-BasaltStringers-Jonesexclusivesustainablestringermadewith100-naturalfibers-CompositeFlaxandBasaltstringerhelpstransferpowerpowertotheedges-improvestorsionalresponseandabsorbsboardchatter-,RecycledABS-ABSplasticisoneofthenecessaryevilsofsnowboardproduction-Jonesimprovesthesustainabilityoftheirsnowboardsbyusingonlyrecycledplastic-,Sintered8000Base-NewsuperdurablematerialmadefromUltraHighMolecularWeightpolyethyleneandcarbon-,OversizedRecycledEdges-AllJonesboardsaremadewithoversizedrecycledsteeledgesforaddeddurabilityandimprovedproductionsustainability-,Eco-PlasticTopsheet-Bio-plastictopsheetmadefromCastorbeans-Thiseco-materialisultralight-chip-scratchresistantandwater-snowrepellent-snowstickslesstotopsheet--,,BioResin-AllJonesboardsarenowbuiltwithbio-based-renewableepoxyinsteadofpetroleumbasedepoxy-TherawmaterialsusedtomakeSuperSapBio-Resinareco-productsorwasteproductsofotherplant-basedindustrialprocesses-ProducingSuperSaprequires33-lessgreenhousegasemissionsthanconventionalepoxy-,2x4InsertPattern,154,1130,296-6,261,288-3,8-4,35,540-560,Regular,Advanced-ExpertKey;JonesKey;adult-maleKey;FreerideKey;PowderKey,ProgressiveSidecut-Atthefarendsofthesidecut-theradiusisincrementallyincreasedastheedgereachesthecontactpoint-Graduallyincreasingthesidecutradiustowardsthecontactpointdeliverssmootherturninitiationandexitastheedgetracksinandoutofthesnowwithalessabrupttransition-,120-170,,,,
variant,SKU-SNW-2723-0003,PriceSNW-2723-0003,USD,centPrecision,US,2,55246,VariantKeySNW-2723-0003,SnowboardTaxKey,,,,,,,,,Rocker-Camber-Rocker,Directional,Stiff,2x4,Bamboo-Wood,,,3Years,ChristensonSurfCamber-Rocker-Upriseinthebigfloatynoseandatthetailendhelpstokeepyouabovethesoftstuffwitheasyturninitiation-Camberinthemiddleprovidesthepowerandpopyouneedforresponsivesnowboarding-,ForeverFlex-AllJonesboardsarebrokeninusingspecializedmachinerythatmimicsextremeridingusetohelpstabilizetheflexandrockerprofileofaboardforit-slifetime-,BambooSurfCore-Re-designedtripledensityBambooSurfwoodcorethatfeaturesprimarilypaulowniastringerswithbamboostringerspositionedinthepocketofthesidecutforbetteredgeresponseandturnpower-,SustainableFlax-BasaltStringers-Jonesexclusivesustainablestringermadewith100-naturalfibers-CompositeFlaxandBasaltstringerhelpstransferpowerpowertotheedges-improvestorsionalresponseandabsorbsboardchatter-,RecycledABS-ABSplasticisoneofthenecessaryevilsofsnowboardproduction-Jonesimprovesthesustainabilityoftheirsnowboardsbyusingonlyrecycledplastic-,Sintered8000Base-NewsuperdurablematerialmadefromUltraHighMolecularWeightpolyethyleneandcarbon-,OversizedRecycledEdges-AllJonesboardsaremadewithoversizedrecycledsteeledgesforaddeddurabilityandimprovedproductionsustainability-,Eco-PlasticTopsheet-Bio-plastictopsheetmadefromCastorbeans-Thiseco-materialisultralight-chip-scratchresistantandwater-snowrepellent-snowstickslesstotopsheet--,,BioResin-AllJonesboardsarenowbuiltwithbio-based-renewableepoxyinsteadofpetroleumbasedepoxy-TherawmaterialsusedtomakeSuperSapBio-Resinareco-productsorwasteproductsofotherplant-basedindustrialprocesses-ProducingSuperSaprequires33-lessgreenhousegasemissionsthanconventionalepoxy-,2x4InsertPattern,158,1170,299-4,263,290-9,8-6,35,560-580,Regular,Advanced-ExpertKey;JonesKey;adult-maleKey;FreerideKey;PowderKey,ProgressiveSidecut-Atthefarendsofthesidecut-theradiusisincrementallyincreasedastheedgereachesthecontactpoint-Graduallyincreasingthesidecutradiustowardsthecontactpointdeliverssmootherturninitiationandexitastheedgetracksinandoutofthesnowwithalessabrupttransition-,130-180,,,,
variant,SKU-SNW-2723-0004,PriceSNW-2723-0004,USD,centPrecision,US,2,55246,VariantKeySNW-2723-0004,SnowboardTaxKey,,,,,,,,,Rocker-Camber-Rocker,Directional,Stiff,2x4,Bamboo-Wood,,,3Years,ChristensonSurfCamber-Rocker-Upriseinthebigfloatynoseandatthetailendhelpstokeepyouabovethesoftstuffwitheasyturninitiation-Camberinthemiddleprovidesthepowerandpopyouneedforresponsivesnowboarding-,ForeverFlex-AllJonesboardsarebrokeninusingspecializedmachinerythatmimicsextremeridingusetohelpstabilizetheflexandrockerprofileofaboardforit-slifetime-,BambooSurfCore-Re-designedtripledensityBambooSurfwoodcorethatfeaturesprimarilypaulowniastringerswithbamboostringerspositionedinthepocketofthesidecutforbetteredgeresponseandturnpower-,SustainableFlax-BasaltStringers-Jonesexclusivesustainablestringermadewith100-naturalfibers-CompositeFlaxandBasaltstringerhelpstransferpowerpowertotheedges-improvestorsionalresponseandabsorbsboardchatter-,RecycledABS-ABSplasticisoneofthenecessaryevilsofsnowboardproduction-Jonesimprovesthesustainabilityoftheirsnowboardsbyusingonlyrecycledplastic-,Sintered8000Base-NewsuperdurablematerialmadefromUltraHighMolecularWeightpolyethyleneandcarbon-,OversizedRecycledEdges-AllJonesboardsaremadewithoversizedrecycledsteeledgesforaddeddurabilityandimprovedproductionsustainability-,Eco-PlasticTopsheet-Bio-plastictopsheetmadefromCastorbeans-Thiseco-materialisultralight-chip-scratchresistantandwater-snowrepellent-snowstickslesstotopsheet--,,BioResin-AllJonesboardsarenowbuiltwithbio-based-renewableepoxyinsteadofpetroleumbasedepoxy-TherawmaterialsusedtomakeSuperSapBio-Resinareco-productsorwasteproductsofotherplant-basedindustrialprocesses-ProducingSuperSaprequires33-lessgreenhousegasemissionsthanconventionalepoxy-,2x4InsertPattern,162,1210,303-2,265,294-6,8-8,35,560-580,Regular,Advanced-ExpertKey;JonesKey;adult-maleKey;FreerideKey;PowderKey,ProgressiveSidecut-Atthefarendsofthesidecut-theradiusisincrementallyincreasedastheedgereachesthecontactpoint-Graduallyincreasingthesidecutradiustowardsthecontactpointdeliverssmootherturninitiationandexitastheedgetracksinandoutofthesnowwithalessabrupttransition-,160-210,,,,
master,SKU-SNW-3670,PriceSNW-3670,USD,centPrecision,US,2,42496,VariantKeySNW-3670,SnowboardTaxKey,KeySnowboard0045,SnowboardProductTypeKey,"The Jones Dream Weaver Snowboard is a one stop shop for all your riding. With this freerider on your side, there's no need to own 8 different boards, each optimized for a specific weather pattern that might roll through once or twice a season. The Dream Weaver is an all-mountain stoke factory: powerful enough to charge and playful enough to have fun with any line you point it down. It crushes everything from park to powder, and does it all with a confident, intuitive feel.",Embedded,product-type,Jones Dream Weaver ,Jones-Dream-Weaver-Snowboard---Women-s-2024,tax-category,Rocker-Camber-Rocker,Directional,Medium,2x4,Wood,,,3Years,DirectionalRocker-Ahybridrocker-camberflexpatterndefinedbymoretiprockerthentailrockerandcamberbetweenthebindings-Therockeredtipfloatstheboard-snoseandimprovesmaneuverabilitywhilethecamberunderfootprovidesedgeholdandresponse-Aslightlyrockeredtailmaintainsthepowerandstabilityofatraditionalboardbuthelpskeepthetailcatch-freeinitiatingturnsandlandingswitch-,DirectionalFlexPattern,FSC-ClassicCore-Fullwoodpremiumpoplarcorethatoffersfunpop-evenflexandsoliddurability-,BiaxFiberglass-Adual-direction-dual-layer-stitchedfiberglasslaminatethatprovidesafun-forgivingandsnappyride-,RecycledABS-ABSplasticisoneofthenecessaryevilsofsnowboardproduction-Jonesimprovesthesustainabilityoftheirsnowboardsbyusingonlyrecycledplastic-,Sintered8000Base-NewsuperdurablematerialmadefromUltraHighMolecularWeightpolyethyleneandcarbon-,OversizedRecycledEdges-AllJonesboardsaremadewithoversizedrecycledsteeledgesforaddeddurabilityandimprovedproductionsustainability-,Eco-PlasticTopsheet-Bio-plastictopsheetmadefromCastorbeans-Thiseco-materialisultralight-chip-scratchresistantandwater-snowrepellent-snowstickslesstotopsheet--,,BioResin-AllJonesboardsarenowbuiltwithbio-based-renewableepoxyinsteadofpetroleumbasedepoxy-TherawmaterialsusedtomakeSuperSapBio-Resinareco-productsorwasteproductsofotherplant-basedindustrialprocesses-ProducingSuperSaprequires33-lessgreenhousegasemissionsthanconventionalepoxy-,2x4InsertPattern,139,1021,273,234,273,6-2,20,,Regular,Intermediate-AdvancedKey;JonesKey;adult-femaleKey;All-MountainKey;FreerideKey,3DBaseContour1-0-Subtleyeteffective3D-basecontoursfeaturinganevenbalanceof2mmspoonbevelinthenoseand2mmspoonbevelinthetail-Spoonbevelstartsjustaftertherockerpoint-,90-140,,,,
variant,SKU-SNW-3670-0001,PriceSNW-3670-0001,USD,centPrecision,US,2,42496,VariantKeySNW-3670-0001,SnowboardTaxKey,,,,,,,,,Rocker-Camber-Rocker,Directional,Medium,2x4,Wood,,,3Years,DirectionalRocker-Ahybridrocker-camberflexpatterndefinedbymoretiprockerthentailrockerandcamberbetweenthebindings-Therockeredtipfloatstheboard-snoseandimprovesmaneuverabilitywhilethecamberunderfootprovidesedgeholdandresponse-Aslightlyrockeredtailmaintainsthepowerandstabilityofatraditionalboardbuthelpskeepthetailcatch-freeinitiatingturnsandlandingswitch-,DirectionalFlexPattern,FSC-ClassicCore-Fullwoodpremiumpoplarcorethatoffersfunpop-evenflexandsoliddurability-,BiaxFiberglass-Adual-direction-dual-layer-stitchedfiberglasslaminatethatprovidesafun-forgivingandsnappyride-,RecycledABS-ABSplasticisoneofthenecessaryevilsofsnowboardproduction-Jonesimprovesthesustainabilityoftheirsnowboardsbyusingonlyrecycledplastic-,Sintered8000Base-NewsuperdurablematerialmadefromUltraHighMolecularWeightpolyethyleneandcarbon-,OversizedRecycledEdges-AllJonesboardsaremadewithoversizedrecycledsteeledgesforaddeddurabilityandimprovedproductionsustainability-,Eco-PlasticTopsheet-Bio-plastictopsheetmadefromCastorbeans-Thiseco-materialisultralight-chip-scratchresistantandwater-snowrepellent-snowstickslesstotopsheet--,,BioResin-AllJonesboardsarenowbuiltwithbio-based-renewableepoxyinsteadofpetroleumbasedepoxy-TherawmaterialsusedtomakeSuperSapBio-Resinareco-productsorwasteproductsofotherplant-basedindustrialprocesses-ProducingSuperSaprequires33-lessgreenhousegasemissionsthanconventionalepoxy-,2x4InsertPattern,139,1021,273,234,273,6-2,20,,Regular,Intermediate-AdvancedKey;JonesKey;adult-femaleKey;All-MountainKey;FreerideKey,3DBaseContour1-0-Subtleyeteffective3D-basecontoursfeaturinganevenbalanceof2mmspoonbevelinthenoseand2mmspoonbevelinthetail-Spoonbevelstartsjustaftertherockerpoint-,90-140,,,,
variant,SKU-SNW-3670-0002,PriceSNW-3670-0002,USD,centPrecision,US,2,42496,VariantKeySNW-3670-0002,SnowboardTaxKey,,,,,,,,,Rocker-Camber-Rocker,Directional,Medium,2x4,Wood,,,3Years,DirectionalRocker-Ahybridrocker-camberflexpatterndefinedbymoretiprockerthentailrockerandcamberbetweenthebindings-Therockeredtipfloatstheboard-snoseandimprovesmaneuverabilitywhilethecamberunderfootprovidesedgeholdandresponse-Aslightlyrockeredtailmaintainsthepowerandstabilityofatraditionalboardbuthelpskeepthetailcatch-freeinitiatingturnsandlandingswitch-,DirectionalFlexPattern,FSC-ClassicCore-Fullwoodpremiumpoplarcorethatoffersfunpop-evenflexandsoliddurability-,BiaxFiberglass-Adual-direction-dual-layer-stitchedfiberglasslaminatethatprovidesafun-forgivingandsnappyride-,RecycledABS-ABSplasticisoneofthenecessaryevilsofsnowboardproduction-Jonesimprovesthesustainabilityoftheirsnowboardsbyusingonlyrecycledplastic-,Sintered8000Base-NewsuperdurablematerialmadefromUltraHighMolecularWeightpolyethyleneandcarbon-,OversizedRecycledEdges-AllJonesboardsaremadewithoversizedrecycledsteeledgesforaddeddurabilityandimprovedproductionsustainability-,Eco-PlasticTopsheet-Bio-plastictopsheetmadefromCastorbeans-Thiseco-materialisultralight-chip-scratchresistantandwater-snowrepellent-snowstickslesstotopsheet--,,BioResin-AllJonesboardsarenowbuiltwithbio-based-renewableepoxyinsteadofpetroleumbasedepoxy-TherawmaterialsusedtomakeSuperSapBio-Resinareco-productsorwasteproductsofotherplant-basedindustrialprocesses-ProducingSuperSaprequires33-lessgreenhousegasemissionsthanconventionalepoxy-,2x4InsertPattern,142,1047,276,236,276,6-4,20,,Regular,Intermediate-AdvancedKey;JonesKey;adult-femaleKey;All-MountainKey;FreerideKey,3DBaseContour1-0-Subtleyeteffective3D-basecontoursfeaturinganevenbalanceof2mmspoonbevelinthenoseand2mmspoonbevelinthetail-Spoonbevelstartsjustaftertherockerpoint-,90-140,,,,
variant,SKU-SNW-3670-0003,PriceSNW-3670-0003,USD,centPrecision,US,2,42496,VariantKeySNW-3670-0003,SnowboardTaxKey,,,,,,,,,Rocker-Camber-Rocker,Directional,Medium,2x4,Wood,,,3Years,DirectionalRocker-Ahybridrocker-camberflexpatterndefinedbymoretiprockerthentailrockerandcamberbetweenthebindings-Therockeredtipfloatstheboard-snoseandimprovesmaneuverabilitywhilethecamberunderfootprovidesedgeholdandresponse-Aslightlyrockeredtailmaintainsthepowerandstabilityofatraditionalboardbuthelpskeepthetailcatch-freeinitiatingturnsandlandingswitch-,DirectionalFlexPattern,FSC-ClassicCore-Fullwoodpremiumpoplarcorethatoffersfunpop-evenflexandsoliddurability-,BiaxFiberglass-Adual-direction-dual-layer-stitchedfiberglasslaminatethatprovidesafun-forgivingandsnappyride-,RecycledABS-ABSplasticisoneofthenecessaryevilsofsnowboardproduction-Jonesimprovesthesustainabilityoftheirsnowboardsbyusingonlyrecycledplastic-,Sintered8000Base-NewsuperdurablematerialmadefromUltraHighMolecularWeightpolyethyleneandcarbon-,OversizedRecycledEdges-AllJonesboardsaremadewithoversizedrecycledsteeledgesforaddeddurabilityandimprovedproductionsustainability-,Eco-PlasticTopsheet-Bio-plastictopsheetmadefromCastorbeans-Thiseco-materialisultralight-chip-scratchresistantandwater-snowrepellent-snowstickslesstotopsheet--,,BioResin-AllJonesboardsarenowbuiltwithbio-based-renewableepoxyinsteadofpetroleumbasedepoxy-TherawmaterialsusedtomakeSuperSapBio-Resinareco-productsorwasteproductsofotherplant-basedindustrialprocesses-ProducingSuperSaprequires33-lessgreenhousegasemissionsthanconventionalepoxy-,2x4InsertPattern,145,1073,279,238,279,6-6,20,,Regular,Intermediate-AdvancedKey;JonesKey;adult-femaleKey;All-MountainKey;FreerideKey,3DBaseContour1-0-Subtleyeteffective3D-basecontoursfeaturinganevenbalanceof2mmspoonbevelinthenoseand2mmspoonbevelinthetail-Spoonbevelstartsjustaftertherockerpoint-,100-150,,,,
variant,SKU-SNW-3670-0004,PriceSNW-3670-0004,USD,centPrecision,US,2,42496,VariantKeySNW-3670-0004,SnowboardTaxKey,,,,,,,,,Rocker-Camber-Rocker,Directional,Medium,2x4,Wood,,,3Years,DirectionalRocker-Ahybridrocker-camberflexpatterndefinedbymoretiprockerthentailrockerandcamberbetweenthebindings-Therockeredtipfloatstheboard-snoseandimprovesmaneuverabilitywhilethecamberunderfootprovidesedgeholdandresponse-Aslightlyrockeredtailmaintainsthepowerandstabilityofatraditionalboardbuthelpskeepthetailcatch-freeinitiatingturnsandlandingswitch-,DirectionalFlexPattern,FSC-ClassicCore-Fullwoodpremiumpoplarcorethatoffersfunpop-evenflexandsoliddurability-,BiaxFiberglass-Adual-direction-dual-layer-stitchedfiberglasslaminatethatprovidesafun-forgivingandsnappyride-,RecycledABS-ABSplasticisoneofthenecessaryevilsofsnowboardproduction-Jonesimprovesthesustainabilityoftheirsnowboardsbyusingonlyrecycledplastic-,Sintered8000Base-NewsuperdurablematerialmadefromUltraHighMolecularWeightpolyethyleneandcarbon-,OversizedRecycledEdges-AllJonesboardsaremadewithoversizedrecycledsteeledgesforaddeddurabilityandimprovedproductionsustainability-,Eco-PlasticTopsheet-Bio-plastictopsheetmadefromCastorbeans-Thiseco-materialisultralight-chip-scratchresistantandwater-snowrepellent-snowstickslesstotopsheet--,,BioResin-AllJonesboardsarenowbuiltwithbio-based-renewableepoxyinsteadofpetroleumbasedepoxy-TherawmaterialsusedtomakeSuperSapBio-Resinareco-productsorwasteproductsofotherplant-basedindustrialprocesses-ProducingSuperSaprequires33-lessgreenhousegasemissionsthanconventionalepoxy-,2x4InsertPattern,148,1099,281,240,281,6-8,20,,Regular,Intermediate-AdvancedKey;JonesKey;adult-femaleKey;All-MountainKey;FreerideKey,3DBaseContour1-0-Subtleyeteffective3D-basecontoursfeaturinganevenbalanceof2mmspoonbevelinthenoseand2mmspoonbevelinthetail-Spoonbevelstartsjustaftertherockerpoint-,100-150,,,,
variant,SKU-SNW-3670-0005,PriceSNW-3670-0005,USD,centPrecision,US,2,42496,VariantKeySNW-3670-0005,SnowboardTaxKey,,,,,,,,,Rocker-Camber-Rocker,Directional,Medium,2x4,Wood,,,3Years,DirectionalRocker-Ahybridrocker-camberflexpatterndefinedbymoretiprockerthentailrockerandcamberbetweenthebindings-Therockeredtipfloatstheboard-snoseandimprovesmaneuverabilitywhilethecamberunderfootprovidesedgeholdandresponse-Aslightlyrockeredtailmaintainsthepowerandstabilityofatraditionalboardbuthelpskeepthetailcatch-freeinitiatingturnsandlandingswitch-,DirectionalFlexPattern,FSC-ClassicCore-Fullwoodpremiumpoplarcorethatoffersfunpop-evenflexandsoliddurability-,BiaxFiberglass-Adual-direction-dual-layer-stitchedfiberglasslaminatethatprovidesafun-forgivingandsnappyride-,RecycledABS-ABSplasticisoneofthenecessaryevilsofsnowboardproduction-Jonesimprovesthesustainabilityoftheirsnowboardsbyusingonlyrecycledplastic-,Sintered8000Base-NewsuperdurablematerialmadefromUltraHighMolecularWeightpolyethyleneandcarbon-,OversizedRecycledEdges-AllJonesboardsaremadewithoversizedrecycledsteeledgesforaddeddurabilityandimprovedproductionsustainability-,Eco-PlasticTopsheet-Bio-plastictopsheetmadefromCastorbeans-Thiseco-materialisultralight-chip-scratchresistantandwater-snowrepellent-snowstickslesstotopsheet--,,BioResin-AllJonesboardsarenowbuiltwithbio-based-renewableepoxyinsteadofpetroleumbasedepoxy-TherawmaterialsusedtomakeSuperSapBio-Resinareco-productsorwasteproductsofotherplant-basedindustrialprocesses-ProducingSuperSaprequires33-lessgreenhousegasemissionsthanconventionalepoxy-,2x4InsertPattern,151,1125,284,242,284,7,20,,Regular,Intermediate-AdvancedKey;JonesKey;adult-femaleKey;All-MountainKey;FreerideKey,3DBaseContour1-0-Subtleyeteffective3D-basecontoursfeaturinganevenbalanceof2mmspoonbevelinthenoseand2mmspoonbevelinthetail-Spoonbevelstartsjustaftertherockerpoint-,110-160,,,,
variant,SKU-SNW-3670-0006,PriceSNW-3670-0006,USD,centPrecision,US,2,42496,VariantKeySNW-3670-0006,SnowboardTaxKey,,,,,,,,,Rocker-Camber-Rocker,Directional,Medium,2x4,Wood,,,3Years,DirectionalRocker-Ahybridrocker-camberflexpatterndefinedbymoretiprockerthentailrockerandcamberbetweenthebindings-Therockeredtipfloatstheboard-snoseandimprovesmaneuverabilitywhilethecamberunderfootprovidesedgeholdandresponse-Aslightlyrockeredtailmaintainsthepowerandstabilityofatraditionalboardbuthelpskeepthetailcatch-freeinitiatingturnsandlandingswitch-,DirectionalFlexPattern,FSC-ClassicCore-Fullwoodpremiumpoplarcorethatoffersfunpop-evenflexandsoliddurability-,BiaxFiberglass-Adual-direction-dual-layer-stitchedfiberglasslaminatethatprovidesafun-forgivingandsnappyride-,RecycledABS-ABSplasticisoneofthenecessaryevilsofsnowboardproduction-Jonesimprovesthesustainabilityoftheirsnowboardsbyusingonlyrecycledplastic-,Sintered8000Base-NewsuperdurablematerialmadefromUltraHighMolecularWeightpolyethyleneandcarbon-,OversizedRecycledEdges-AllJonesboardsaremadewithoversizedrecycledsteeledgesforaddeddurabilityandimprovedproductionsustainability-,Eco-PlasticTopsheet-Bio-plastictopsheetmadefromCastorbeans-Thiseco-materialisultralight-chip-scratchresistantandwater-snowrepellent-snowstickslesstotopsheet--,,BioResin-AllJonesboardsarenowbuiltwithbio-based-renewableepoxyinsteadofpetroleumbasedepoxy-TherawmaterialsusedtomakeSuperSapBio-Resinareco-productsorwasteproductsofotherplant-basedindustrialprocesses-ProducingSuperSaprequires33-lessgreenhousegasemissionsthanconventionalepoxy-,2x4InsertPattern,154,1151,276,244,276,7-2,20,,Regular,Intermediate-AdvancedKey;JonesKey;adult-femaleKey;All-MountainKey;FreerideKey,3DBaseContour1-0-Subtleyeteffective3D-basecontoursfeaturinganevenbalanceof2mmspoonbevelinthenoseand2mmspoonbevelinthetail-Spoonbevelstartsjustaftertherockerpoint-,120-170,,,,
